DEPARTAMENTO,CUENCA,EMPRESA,CONTRATO,CAMPO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE
TOLIMA,VALLE SUPERIOR DEL MAGDALENA,PERENCO COLOMBIA LIMITED,ESPINAL,PURIFICACION,0,0,0,0,0,0,48,48,61,143
TOLIMA,VALLE SUPERIOR DEL MAGDALENA,PETROBRAS COLOMBIA LIMITED,ESPINAL,PURIFICACION,67,67,56,65,58,46,0,0,0,0
SANTANDER,VALLE MEDIO DEL MAGDALENA,CONSORCIO CAMPOS DE PRODUCCION,Quebrada Roja,QUEBRADA ROJA,0,0,0,0,0,0,0,0,0,0
CESAR,CESAR - RANCHERÍA,PETROLEOS DEL NORTE S.A,Tisquirama  B,QUERUBIN,56,85,98,99,95,94,93,98,87,78
META,LLANOS ORIENTALES,META PETROLEUM,QUIFA,QUIFA,53209,53991,52739,53703,54182,55949,56540,58026,59762,60118
PUTUMAYO,PUTUMAYO,ECOPETROL D. SUR,ORITO,QUILILI,326,286,274,231,196,15,246,284,266,284
PUTUMAYO,PUTUMAYO,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUILLACINGA,1888,1365,1096,1990,285,833,287,0,376,1810
TOLIMA,VALLE SUPERIOR DEL MAGDALENA,ECOPETROL ALTO MAGDALENA,ORTEGA,QUIMBAYA,0,0,167,160,160,0,140,119,163,160
TOLIMA,VALLE SUPERIOR DEL MAGDALENA,ECOPETROL ALTO MAGDALENA,ORTEGA,QUIMBAYA,185,181,0,0,0,168,0,0,0,0
PUTUMAYO,PUTUMAYO,PETROTESTING  COLOMBIA S.A.,CPI SUR ORIENTE,QUINDE,254,1518,2636,2695,3824,4452,2020,7191,4049,2809
CASANARE,LLANOS ORIENTALES,CEPSA COLOMBIA S.A. - CEPCOLSA,E&P LLANOS 22,RAMIRIQUI,1098,1571,1611,1522,1467,1456,1324,1449,1467,1490
CASANARE,LLANOS ORIENTALES,Canacol Energy Colombia S.A.,RANCHO HERMOSO ACUERDO PART CASANARE-CANACOL,RANCHO HERMOSO 4,3051,2874,2611,2468,2540,2009,2099,1881,1578,1418
CASANARE,LLANOS ORIENTALES,Canacol Energy Colombia S.A.,RANCHO HERMOSO ACUERDO PART CASANARE-CANACOL,RANCHO HERMOSO 4,1521,1413,1330,1275,1674,1710,1697,1631,1636,1771
META,LLANOS ORIENTALES,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,RANCHO QUEMADO,152,153,156,166,157,144,159,158,155,156
ARAUCA,LLANOS ORIENTALES,OCCIDENTAL DE COLOMBIA INC.,CRAVO NORTE,REDONDO,0,0,0,0,0,0,214,301,0,0
ARAUCA,LLANOS ORIENTALES,OCCIDENTAL DE COLOMBIA INC.,CRAVO NORTE,REDONDO,960,916,412,0,136,1016,494,670,933,942
ARAUCA,LLANOS ORIENTALES,OCCIDENTAL DE COLOMBIA INC.,CRAVO NORTE,REDONDO ESTE,62,63,22,0,7,68,44,63,70,67
CASANARE,LLANOS ORIENTALES,PERENCO COLOMBIA LIMITED,COROCORA,REMACHE NORTE,656,680,665,686,710,838,882,855,847,822
CASANARE,LLANOS ORIENTALES,PERENCO COLOMBIA LIMITED,COROCORA,REMACHE SUR,417,347,334,369,359,347,338,357,339,340
ARAUCA,LLANOS ORIENTALES,OCCIDENTAL DE COLOMBIA INC.,COSECHA,REX,268,278,152,13,173,368,423,423,419,405
META,LLANOS ORIENTALES,PETROMINERALES COLOMBIA LTD,RIO ARIARI,RIO ARIARI,0,0,0,0,0,0,0,0,0,0
HUILA,VALLE SUPERIOR DEL MAGDALENA,ECOPETROL,CAGUAN ECOPETROL,RIO CEIBAS,1516,1528,1526,1470,1388,1415,1380,1409,1436,1425
TOLIMA,VALLE SUPERIOR DEL MAGDALENA,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,RIO OPIA,RIO OPIA,86,93,66,46,56,67,60,75,87,65
TOLIMA,VALLE SUPERIOR DEL MAGDALENA,ECOPETROL ALTO MAGDALENA,TOLIMA-B - ECOPETROL,RIO SALDAÑA,0,0,0,0,0,0,0,0,228,215
TOLIMA,VALLE SUPERIOR DEL MAGDALENA,PETROTESTING  COLOMBIA S.A.,TOLIMA - B,RIO SALDAÑA,155,47,0,0,0,0,0,0,0,0
NORTE DE SANTANDER,CATATUMBO,ECOPETROL,ZULIA,RIO ZULIA,582,533,505,488,437,292,273,299,418,465
META,LLANOS ORIENTALES,META PETROLEUM,RUBIALES / PIRIRI,RUBIALES,195897,192573,188474,188695,192271,186093,179894,174641,170350,169768
SANTANDER,VALLE MEDIO DEL MAGDALENA,ECOPETROL,PLAYON,RUMBERO,54,50,47,13,0,0,0,0,0,0
CASANARE,LLANOS ORIENTALES,PAREX RESOURCES COLOMBIA LTD,EL EDEN PAREX,RUMI,98,10,0,37,5,12,0,70,230,463
META,LLANOS ORIENTALES,MAUREL & PROM COLOMBIA B.V,E&P SABANERO,SABANERO,1181,1104,1027,994,754,1032,995,1100,1164,1121
CASANARE,LLANOS ORIENTALES,GRUPO C&C ENERGÍA BARBADOS SUCURSAL COLOMBIA.,CRAVOVIEJO,SAIMIRI,1042,892,870,873,839,741,697,763,745,691
PUTUMAYO,PUTUMAYO,ECOPETROL D. SUR,ORITO,SAN ANTONIO,432,363,362,147,226,211,210,203,249,159
HUILA,VALLE SUPERIOR DEL MAGDALENA,ECOPETROL ALTO MAGDALENA,PALERMO ECOPETROL,SAN FRANCISCO,3673,3608,3506,3439,3388,3231,3437,3589,3386,3747
HUILA,VALLE SUPERIOR DEL MAGDALENA,ECOPETROL ALTO MAGDALENA,PALERMO ECOPETROL,SAN FRANCISCO,2427,2377,2332,2266,2259,2317,2351,2277,2558,2154
SANTANDER,VALLE MEDIO DEL MAGDALENA,ECOPETROL,DE MARES,SAN LUIS,53,54,53,54,53,53,52,55,53,54
CESAR,CESAR - RANCHERÍA,ECOPETROL,TISQUIRAMA-C,SAN ROQUE,1876,1756,1735,1829,1783,1890,1935,1710,1506,1942
SANTANDER,VALLE MEDIO DEL MAGDALENA,ECOPETROL,DE MARES,SAN SILVESTRE,8,7,7,8,8,8,8,7,7,7
HUILA,VALLE SUPERIOR DEL MAGDALENA,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,SANTA CLARA,1010,1018,973,892,903,968,873,923,1042,878
CESAR,CESAR - RANCHERÍA,PETROLEOS DEL NORTE S.A,TISQUIRAMA-A,SANTA LUCIA,324,336,340,351,239,305,297,310,323,325
CASANARE,LLANOS ORIENTALES,ECOPETROL,UPIA-ECOPETROL,SANTIAGO,913,844,779,1123,1063,1004,1047,935,893,875
CASANARE,LLANOS ORIENTALES,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.,CDNDI,SANTO DOMINGO,2205,2208,2051,2057,1973,1854,1752,1649,1570,1532
CASANARE,LLANOS ORIENTALES,VETRA EXPLORACION Y PRODUCCION COLOMBIA S.A.,CDNDI,SANTO DOMINGO NORTE,159,164,154,157,151,142,138,133,122,116
CASANARE,LLANOS ORIENTALES,PERENCO COLOMBIA LIMITED,GARCERO,SARDINAS,801,681,729,715,622,725,403,724,769,745
NORTE DE SANTANDER,CATATUMBO,ECOPETROL,BARCO,SARDINATA,366,384,406,375,360,347,332,337,297,278
PUTUMAYO,PUTUMAYO,ECOPETROL D. SUR,ORITO,SIBUNDOY,116,80,93,76,75,70,5,52,22,0
CESAR,CESAR - RANCHERÍA,EMERALD ENERGY  DE COLOMBIA PLC,FORTUNA,SILFIDE,1,5,4,3,3,3,2,0,0,0
CASANARE,LLANOS ORIENTALES,PERENCO COLOMBIA LIMITED,GARCERO,SIRENAS,64,66,63,114,100,109,50,111,105,103
CASANARE,LLANOS ORIENTALES,Lewis Energy Colombia,SURIMENA,SOLOPIÑA,226,134,140,135,131,79,81,120,77,87
PUTUMAYO,PUTUMAYO,ECOPETROL D. SUR,ORITO,SUCIO,55,79,68,55,62,63,50,57,56,58
NARIÑO,PUTUMAYO,ECOPETROL D. SUR,ORITO,SUCUMBIOS,431,422,408,397,405,404,405,405,269,209
CASANARE,LLANOS ORIENTALES,PAREX RESOURCES COLOMBIA LTD,E&P Llanos 16 Contrato # 45,SULAWESI,361,272,309,344,202,127,99,11,0,0
META,LLANOS ORIENTALES,ECOPETROL,APIAY Incremental,SURIA,4551,5060,4736,4348,4294,4318,4075,3738,3756,3475
META,LLANOS ORIENTALES,ECOPETROL,APIAY Incremental,SURIA SUR,2312,2327,2257,2260,2157,1937,2224,2111,1725,1866
CASANARE,LLANOS ORIENTALES,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),E&P LLANOS 34,TAROTARO,3731,3639,3660,3677,3741,3392,3462,3429,3271,3065
META,LLANOS ORIENTALES,PETROMINERALES COLOMBIA LTD,CORCEL,TAYA,500,449,423,380,357,334,320,316,303,287
HUILA,VALLE SUPERIOR DEL MAGDALENA,ECOPETROL ALTO MAGDALENA,TELLO,TELLO,4925,4958,4981,4984,4624,4866,5065,5005,4787,4967
HUILA,VALLE SUPERIOR DEL MAGDALENA,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,TEMPRANILLO,479,463,474,442,445,421,406,413,408,406
HUILA,VALLE SUPERIOR DEL MAGDALENA,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,TEMPRANILLO NORTE,210,198,194,187,186,136,71,235,324,306
HUILA,VALLE SUPERIOR DEL MAGDALENA,ECOPETROL ALTO MAGDALENA,ALTO MAGDALENA,TENAY,731,772,735,615,674,649,628,537,521,572
ARAUCA,LLANOS ORIENTALES,OCCIDENTAL DE COLOMBIA INC.,COSECHA,TERECAY,1468,1369,1064,29,536,2332,1196,1674,1458,1308
SANTANDER,VALLE MEDIO DEL MAGDALENA,ECOPETROL,DE MARES,TESORO,372,378,366,363,356,333,307,308,282,338
NORTE DE SANTANDER,CATATUMBO,ECOPETROL,BARCO,TIBU,1788,1617,1862,1826,1696,1700,1723,1676,1704,1820
CASANARE,LLANOS ORIENTALES,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),E&P LLANOS 34,TIGANA,2101,2851,2796,3222,3316,4485,5229,5545,5328,5187
CASANARE,LLANOS ORIENTALES,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),E&P LLANOS 34,TIGANA NORTE,0,0,0,0,0,224,499,1166,1364,1587
CASANARE,LLANOS ORIENTALES,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),E&P LLANOS 34,TIGANA SUR,447,1389,1641,2231,2550,2862,3031,3047,3258,4013
CASANARE,LLANOS ORIENTALES,Canacol Energy Colombia S.A.,E&P LLANOS 23,TIGRO,0,0,0,0,0,0,0,0,499,1096
CASANARE,LLANOS ORIENTALES,ALANGE ENERGY CORP SUC COLOMBIA,E&E CUBIRO,TIJERETO,142,131,133,130,136,136,130,141,139,137
CASANARE,LLANOS ORIENTALES,COLOMBIA ENERGY DEVELOPMENT,CEE RIO VERDE,TILODIRAN,797,827,816,804,669,519,638,689,673,670
CESAR,CESAR - RANCHERÍA,ECOPETROL,TISQUIRAMA-C,TISQUIRAMA,950,869,874,972,942,951,949,930,906,918
CESAR,CESAR - RANCHERÍA,ECOPETROL,TISQUIRAMA-C,TISQUIRAMA ESTE,0,0,0,0,0,0,127,160,132,117
SANTANDER,VALLE MEDIO DEL MAGDALENA,CONSORCIO CAMPOS DE PRODUCCION,Toca,TOCA,49,49,29,20,27,27,28,22,21,20
CASANARE,LLANOS ORIENTALES,PERENCO COLOMBIA LIMITED,CASANARE,TOCARIA,0,0,0,0,0,0,0,55,0,0
CASANARE,LLANOS ORIENTALES,PERENCO COLOMBIA LIMITED,CASANARE,TOCARIA,1407,439,498,343,255,274,208,132,173,169
TOLIMA,VALLE SUPERIOR DEL MAGDALENA,ECOPETROL ALTO MAGDALENA,ORTEGA,TOLDADO,692,778,726,684,682,736,764,824,781,779
TOLIMA,VALLE SUPERIOR DEL MAGDALENA,INTEROIL COLOMBIA EXPLORATION AND PRODUCTION,PULI,TOQUI-TOQUI,569,496,556,543,554,518,585,581,606,599
CUNDINAMARCA,VALLE MEDIO DEL MAGDALENA,CINCO RANCH PETROLEUM COLOMBIA INC SUCURSAL COLOMBIA,BOCACHICO,TORCAZ,0,0,0,0,0,0,0,35,34,35
CUNDINAMARCA,VALLE MEDIO DEL MAGDALENA,COLOMBIA ENERGY DEVELOPMENT,BOCACHICO,TORCAZ,40,39,39,38,36,36,36,0,0,0
CASANARE,LLANOS ORIENTALES,GRUPO C&C ENERGÍA BARBADOS SUCURSAL COLOMBIA.,E&P LLANOS 19,TORMENTO,413,415,392,376,358,102,6,427,260,222
META,LLANOS ORIENTALES,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,TORO SENTADO,509,474,431,436,397,444,468,443,444,412
META,LLANOS ORIENTALES,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,TORO SENTADO NORTE,91,114,128,135,139,157,146,157,153,147
META,LLANOS ORIENTALES,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,TORO SENTADO WEST,452,500,406,357,292,268,252,321,390,375
PUTUMAYO,PUTUMAYO,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA,TOROYACO,100,122,155,168,166,168,162,157,170,175
TOLIMA,VALLE SUPERIOR DEL MAGDALENA,ECOPETROL ALTO MAGDALENA,ARMERO ECOPETROL,TOTARE,64,64,64,62,63,63,64,64,62,62
CESAR,CESAR - RANCHERÍA,EMERALD ENERGY  DE COLOMBIA PLC,FORTUNA,TOTUMAL,0,0,0,0,0,0,0,0,0,0
CESAR,CESAR - RANCHERÍA,EMERALD ENERGY  DE COLOMBIA PLC,FORTUNA,TOTUMAL,29,32,21,27,21,27,24,23,22,24
TOLIMA,VALLE SUPERIOR DEL MAGDALENA,ECOPETROL ALTO MAGDALENA,ORTEGA,TOY,101,143,143,145,144,145,143,143,142,141
CASANARE,LLANOS ORIENTALES,PERENCO COLOMBIA LIMITED,YALEA,TRINIDAD,1241,1237,1188,1151,1033,809,761,925,1015,1042
CASANARE,LLANOS ORIENTALES,ECOPETROL,UPIA-ECOPETROL,TROMPILLOS,0,0,0,2,12,7,0,0,0,0
CASANARE,LLANOS ORIENTALES,ECOPETROL,UPIA-ECOPETROL,TROMPILLOS,0,0,0,0,2,1,0,0,0,0
CASANARE,LLANOS ORIENTALES,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),E&P LLANOS 34,TUA,4525,4401,6478,4564,4726,4385,4744,4562,4242,4013
CASANARE,LLANOS ORIENTALES,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),E&P LLANOS 34,TUA,1813,1818,0,1843,1896,1772,1954,1912,1818,1720
CASANARE,LLANOS ORIENTALES,PETROMINERALES COLOMBIA LTD,MAPACHE,TUCUSO,0,19,427,495,42,0,289,328,323,243
CASANARE,LLANOS ORIENTALES,Lewis Energy Colombia,GUACHIRIA SUR,TULIPAN,2697,2444,2313,1594,1335,1430,1313,1556,1439,1171
ANTIOQUIA,Valle Medio del Magdalena,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,1840,1576,1629,1614,1504,1690,1717,1694,1753,1562
BOYACA,VALLE MEDIO DEL MAGDALENA,MANSAROVAR ENERGY COLOMBIA LTD,NARE ASOCIACION,UNDERRIVER,2161,1923,2540,2734,2210,1908,2111,2009,2465,2134
META,LLANOS ORIENTALES,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,UNUMA,200,165,135,230,550,521,584,525,537,610
META,LLANOS ORIENTALES,ECOPETROL LLANOS,VALDIVIA ECOPETROL,VALDIVIA,233,169,220,217,218,206,236,245,228,233
BOYACA,VALLE MEDIO DEL MAGDALENA,MANSAROVAR ENERGY COLOMBIA LTD,GUAGUAQUI TERAN,VELASQUEZ,3377,3408,3412,3364,3296,3210,3264,3235,3316,3429
META,LLANOS ORIENTALES,ECOPETROL,CPO-11,VENUS,0,0,0,0,77,95,74,107,135,58
CASANARE,LLANOS ORIENTALES,EMERALD ENERGY  DE COLOMBIA PLC,CAMPO RICO,VIGIA,684,684,731,702,675,1209,813,642,473,621
CASANARE,LLANOS ORIENTALES,EMERALD ENERGY  DE COLOMBIA PLC,CAMPO RICO,VIGIA SUR,481,583,605,816,1039,1030,1049,1419,1363,1374
CASANARE,LLANOS ORIENTALES,PERENCO COLOMBIA LIMITED,OROPENDOLA PERENCO,VIREO,78,433,658,661,623,477,396,290,304,283
HUILA,VALLE SUPERIOR DEL MAGDALENA,ECOPETROL,HOBO ECOPETROL,YAGUARA,2810,2638,2389,2412,2669,2626,2588,2420,2518,2585
CASANARE,LLANOS ORIENTALES,PACIFIC STRATUS ENERGY,E&E ARRENDAJO,YAGUAZO,653,576,501,441,582,492,495,449,427,418
CASANARE,LLANOS ORIENTALES,GEOPARK COLOMBIA PN S.A SUCURSAL COLOMBIA (Winchester),YAMU,YAMÚ,127,124,3,113,89,95,80,80,82,77
BOLIVAR,VALLE INFERIOR DEL MAGDALENA,ECOPETROL,YARIGUI-CANTAGALLO,Yarigui-Cantagallo,8311,9566,9729,9599,9752,10613,10049,9589,9456,9363
SANTANDER,VALLE MEDIO DEL MAGDALENA,ECOPETROL,YARIGUI-CANTAGALLO,Yarigui-Cantagallo,7221,7528,7259,7097,7116,7087,7365,7154,7415,6781
META,LLANOS ORIENTALES,PETROMINERALES COLOMBIA LTD,GUATIQUIA,YATAY,2213,2108,1974,1806,1669,1599,1463,1443,1408,1390
CASANARE,LLANOS ORIENTALES,PETROMINERALES COLOMBIA LTD,CASIMENA,YENAC,1447,1249,967,1273,1188,1320,1156,1195,1627,1797
CASANARE,LLANOS ORIENTALES,ALANGE ENERGY CORP SUC COLOMBIA,E&E CUBIRO,YOPO,626,548,525,455,329,291,305,437,616,525
PUTUMAYO,PUTUMAYO,ECOPETROL D. SUR,ORITO,YURILLA,0,4,103,308,285,347,21,0,0,0
CESAR,CESAR - RANCHERÍA,PETROLEOS DEL NORTE S.A,E&P MIDAS,ZOE,5,0,0,3,2,1,5,0,0,3
CASANARE,LLANOS ORIENTALES,GRUPO C&C ENERGÍA BARBADOS SUCURSAL COLOMBIA.,CRAVOVIEJO,ZOPILOTE,4682,4803,4338,4174,4023,3935,3751,3749,2999,3215
