Departamento,Municipio,Operadora,Contrato,Campo,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,CASANARE,LA FLORA,435,439,410,364,393,380,416,419,421,386,394,395
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,COROCORA,CAÑO GANDUL,217,224,191,215,493,546,314,195,263,247,213,225
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,COROCORA,REMACHE NORTE,521,539,533,535,498,541,551,529,497,507,482,450
CASANARE,SAN LUIS DE PALENQUE,PERENCO COLOMBIA LIMITED,COROCORA,REMACHE SUR,277,269,239,253,244,208,236,238,234,235,135,149
CASANARE,SAN LUIS DE PALENQUE,FRONTERA ENERGY,CASANARE ESTE,CURITO,183,163,154,149,142,135,129,183,186,222,234,223
CASANARE,TAURAMENA,CEPSA COLOMBIA S.A. - CEPCOLSA,GARIBAY,JILGUERO,653,627,608,684,540,490,448,389,301,282,407,414
CASANARE,TAURAMENA,CEPSA COLOMBIA S.A. - CEPCOLSA,GARIBAY,MELERO,-,-,-,-,-,-,-,-,-,-,140,160
CASANARE,TAURAMENA,CEPSA COLOMBIA S.A. - CEPCOLSA,TIPLE,JILGUERO SUR,577,561,516,493,494,468,447,431,410,424,443,440
CASANARE,TAURAMENA,ECOPETROL S.A.,RIO CHITAMENA,CUSIANA,"3,051","2,680","2,603","2,343","2,203",-,-,-,-,-,-,-
CASANARE,TAURAMENA,ECOPETROL S.A.,TAURAMENA,CUSIANA,"2,145","2,227","1,991","1,941","1,922",-,-,-,-,-,-,-
CASANARE,TAURAMENA,ECOPETROL S.A.,RIO CHITAMENA,CUSIANA,-,-,-,-,-,"2,098","2,125","2,846","1,823","1,461","1,249","1,414"
CASANARE,TAURAMENA,ECOPETROL S.A.,TAURAMENA,CUSIANA,-,-,-,-,-,"1,998","2,316","1,853","2,490","2,252","2,045","1,991"
CASANARE,TAURAMENA,GEOPARK COLOMBIA S.A.S.,E&P LLANOS 34,ARUCO,-,-,-,-,32,235,206,-,-,-,-,
CASANARE,TAURAMENA,GEOPARK COLOMBIA S.A.S.,E&P LLANOS 34,CHACHALACA,121,42,-,-,-,-,-,-,-,-,-,-
CASANARE,TAURAMENA,GEOPARK COLOMBIA S.A.S.,E&P LLANOS 34,MAX,576,582,585,574,550,556,551,516,531,528,515,493
CASANARE,TAURAMENA,GEOPARK COLOMBIA S.A.S.,E&P LLANOS 34,TARO TARO,"1,065","1,012",996,829,277,515,833,782,755,686,656,641
CASANARE,TAURAMENA,GEOPARK COLOMBIA S.A.S.,E&P LLANOS 34,TIGANA,"7,467","6,843","8,499","8,442","7,952","7,367","7,327","7,419","7,042","7,255","5,137","7,006"
CASANARE,TAURAMENA,GEOPARK COLOMBIA S.A.S.,E&P LLANOS 34,TIGANA NORTE,"2,914","2,877","2,828","2,791","2,746","2,679","2,678","2,702","2,989","4,712","6,534","8,617"
CASANARE,TAURAMENA,GEOPARK COLOMBIA S.A.S.,E&P LLANOS 34,TIGANA SUR,"5,320","7,454","7,457","7,349","7,498","7,831","7,445","7,082","6,878","6,670","6,629","6,670"
CASANARE,TAURAMENA,GEOPARK COLOMBIA S.A.S.,E&P LLANOS 34,TILO,548,548,498,472,451,429,421,424,561,590,556,537
CASANARE,TAURAMENA,GEOPARK COLOMBIA S.A.S.,E&P LLANOS 34,TUA,"7,970","7,708","7,964","8,024","5,293","6,782","7,396","7,026","7,025","6,631","6,283","5,714"
CASANARE,TAURAMENA,FRONTERA ENERGY,Canaguaro E&P-016 del 2006,Canaguay,341,209,388,365,209,160,374,272,-,134,459,314
CASANARE,TAURAMENA,VERANO ENERGY (BARBADOS) LIMITED,E&P LLANOS 32,CALONA,780,752,814,803,793,778,816,842,813,898,927,965
CASANARE,TAURAMENA,VERANO ENERGY (BARBADOS) LIMITED,E&P LLANOS 32,CARMENTEA,448,424,391,380,366,354,343,329,316,304,293,283
CASANARE,TAURAMENA,VERANO ENERGY (BARBADOS) LIMITED,E&P LLANOS 32,KANANASKIS,241,235,225,215,209,220,214,113,88,87,86,83
CASANARE,TRINIDAD,LEWIS ENERGY COLOMBIA INC,GUACHIRIA,LOS ACEITES,-,-,-,-,-,-,-,40,116,135,161,170
CASANARE,TRINIDAD,LEWIS ENERGY COLOMBIA INC,GUACHIRIA SUR,AGAVE,-,-,-,5,2,-,-,-,-,-,-,-
CASANARE,TRINIDAD,LEWIS ENERGY COLOMBIA INC,GUACHIRIA SUR,AZAFRÁN,-,-,-,685,571,-,-,-,820,708,585,535
CASANARE,TRINIDAD,LEWIS ENERGY COLOMBIA INC,GUACHIRIA SUR,TULIPÁN,586,533,483,460,407,389,380,373,361,334,315,298
CASANARE,TRINIDAD,PACIFIC STRATUS ENERGY COLOMBIA CORP,E&E CUBIRO,PETIRROJO,256,255,235,223,-,242,222,206,214,221,213,193
CASANARE,TRINIDAD,PACIFIC STRATUS ENERGY COLOMBIA CORP,E&E CUBIRO,YOPO,60,56,56,51,50,50,47,40,35,36,39,27
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,COROCORA,COREN,"2,048","2,025","1,928","1,716","1,845","1,796","1,703","1,626","1,548","1,464","1,431","1,337"
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,COROCORA,COROCORA,454,479,473,486,482,482,473,448,447,463,223,352
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,COROCORA,CORSUR,210,193,165,145,130,133,123,117,118,117,109,103
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,ESTERO,LOS TOROS,78,78,70,48,61,55,41,40,40,41,42,42
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,GARCERO,PALMARITO,236,242,228,239,226,164,196,244,233,247,233,227
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,GARCERO,SIRENAS,57,45,47,31,29,23,38,37,35,35,39,37
CASANARE,TRINIDAD,PERENCO COLOMBIA LIMITED,YALEA,TRINIDAD,797,770,729,725,781,767,760,765,730,763,731,625
CASANARE,VILLANUEVA,GEOPARK COLOMBIA S.A.S.,E&P LLANOS 34,JACANA,"12,474","12,302","13,796","14,186",-,-,-,-,-,-,-,-
CASANARE,VILLANUEVA,GEOPARK COLOMBIA S.A.S.,E&P LLANOS 34,CURUCUCÚ,-,-,-,-,-,-,-,53,"1,364","1,417",958,719
CASANARE,VILLANUEVA,GEOPARK COLOMBIA S.A.S.,E&P LLANOS 34,JACAMAR,-,-,-,-,-,587,477,275,78,365,286,146
CASANARE,VILLANUEVA,GEOPARK COLOMBIA S.A.S.,E&P LLANOS 34,TIGANA SUR,-,-,-,-,-,-,-,-,-,-,499,"1,880"
CASANARE,VILLANUEVA,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,CABRESTERO PAREX,AKIRA,"2,397","2,096","1,756","1,998","1,670","1,512","1,492","1,452","1,828","1,810","1,737","1,579"
CASANARE,VILLANUEVA,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,CABRESTERO PAREX,BACANO,326,544,178,"1,869","2,687",816,"4,074","3,147","1,511","4,340","3,947","1,817"
CASANARE,VILLANUEVA,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,CABRESTERO PAREX,KITARO,120,90,59,54,30,8,8,1,-,-,-,-
CASANARE,VILLANUEVA,FRONTERA ENERGY,CORCEL,CARUTO,426,411,398,393,377,377,368,366,354,357,350,339
CASANARE,YOPAL,CANACOL ENERGY COLOMBIA S.A.,RANCHO HERMOSO ACUERDO PART CASANARE,RANCHO HERMOSO,-,-,-,-,647,599,707,670,642,522,448,448
CASANARE,YOPAL,CANACOL ENERGY COLOMBIA S.A.,RANCHO HERMOSO ACUERDO PART CASANARE-CANACOL,RANCHO HERMOSO 4,674,662,644,650,-,-,-,-,-,-,-,-
CASANARE,YOPAL,COLOMBIA ENERGY DEVELOPMENT CO.,CEE RIO VERDE,BORAL,-,-,-,-,77,142,134,233,265,270,267,275
CASANARE,YOPAL,COLOMBIA ENERGY DEVELOPMENT CO.,CEE RIO VERDE,MARSUPIAL,-,-,265,268,115,284,258,207,143,131,110,74
CASANARE,YOPAL,COLOMBIA ENERGY DEVELOPMENT CO.,CEE RIO VERDE,TILODIRÁN,"1,871","2,404","1,604","1,899","2,447","2,237","2,395","2,324","2,179","1,797","1,575","1,559"
CASANARE,YOPAL,ECOPETROL S.A.,RECETOR EQUION,VOLCANERA,-,-,-,-,-,91,83,89,89,94,95,97
CASANARE,YOPAL,EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAMPO RICO,LAS ACACIAS,-,-,-,0,-,-,-,-,-,-,-,0
CASANARE,YOPAL,EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAMPO RICO,LOS POTROS,-,-,-,-,-,-,-,-,-,12,-,-
CASANARE,YOPAL,EMERALD ENERGY PLC SUCURSAL COLOMBIA,CAMPO RICO,VIGIA,222,210,224,266,249,272,345,355,390,385,382,381
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,PIEDEMONTE EQUION,FLOREÑA,"7,976","7,994","7,908","7,004","7,510","7,394","6,566","5,563","6,826","7,806","6,934","6,498"
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,PIEDEMONTE EQUION,FLOREÑA MIRADOR,"2,898","3,356","3,338","3,144","2,986","2,832","3,236","3,073","3,015","3,096","3,012","2,556"
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,PIEDEMONTE EQUION,PAUTO SUR,"28,665","29,373","29,207","28,378","33,077","29,803","31,083","31,402","28,459","29,287","29,144","30,446"
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,RECETOR EQUION,PAUTO SUR RECETOR,928,915,899,817,726,-,-,-,-,-,-,-
CASANARE,YOPAL,EQUION ENERGÍA LIMITED,RECETOR EQUION,VOLCANERA,93,94,93,89,75,-,-,-,-,-,-,-
CASANARE,YOPAL,PERENCO COLOMBIA LIMITED,CASANARE,LA GLORIA NORTE,813,784,750,730,688,662,636,634,592,566,551,559
CASANARE,YOPAL,PERENCO COLOMBIA LIMITED,CASANARE,MORICHAL,60,345,361,353,276,332,331,314,307,305,300,295
CASANARE,YOPAL,PERENCO COLOMBIA LIMITED,CASANARE,TOCARIA,285,342,265,280,385,431,374,370,355,345,363,384
CAUCA,PIAMONTE,ECOPETROL S.A.,SANTANA ECOPETROL,MARY,265,267,262,240,-,-,-,-,-,-,-,-
CAUCA,PIAMONTE,ECOPETROL S.A.,SANTANA ECOPETROL,MIRAFLOR,85,87,88,65,-,-,-,-,-,-,-,-
CAUCA,PIAMONTE,GRAN TIERRA ENERGY COLOMBIA LTD,GUAYUYACO,GUAYUYACO,552,515,612,601,646,611,626,534,513,559,536,551
CAUCA,PIAMONTE,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA GT,MARY,-,-,-,22,257,256,253,172,150,141,175,172
CAUCA,PIAMONTE,GRAN TIERRA ENERGY COLOMBIA LTD,SANTANA GT,MIRAFLOR,-,-,-,7,88,87,84,85,86,86,61,79
CESAR,AGUACHICA,CANACOL ENERGY COLOMBIA S.A.,E&P SANTA ISABEL,OSO PARDO,159,158,161,155,152,155,184,174,154,92,110,188
CESAR,AGUACHICA,CANACOL ENERGY COLOMBIA S.A.,VMM2 CANACOL,MONO ARAÑA,-,-,27,3,-,-,-,296,630,535,728,613
CESAR,AGUACHICA,ECOPETROL S.A.,OPERACION DIRECTA - LEBRIJA,DOÑA MARÍA,24,28,27,8,16,28,27,25,22,3,4,4
CESAR,AGUACHICA,LEWIS ENERGY COLOMBIA INC,Contrato E&P N° 39 de 2009 - VMM,CARAMELO,38,51,37,36,70,45,57,28,33,14,14,17
CESAR,RIO DE ORO,GRAN TIERRA ENERGY COLOMBIA LTD,E&P MIDAS,CHUIRA,-,-,-,-,-,-,-,151,139,67,33,22
CESAR,RIO DE ORO,PETROLEOS DEL NORTE S.A,E&P MIDAS,CHUIRA,236,191,147,63,74,-,-,-,-,-,-,-
CESAR,RIO DE ORO,PETROLEOS DEL NORTE S.A,TISQUIRAMA B,LOS ANGELES,578,615,820,726,819,753,716,795,804,620,576,650
CESAR,RIO DE ORO,PETROLEOS DEL NORTE S.A,TISQUIRAMA B,QUERUBÍN,39,38,139,143,82,81,79,82,83,79,79,80
CESAR,RIO DE ORO,UNION TEMPORAL MIDAS,E&P MIDAS,CHUIRA,-,-,-,-,-,71,118,-,-,-,-,-
CESAR,SAN MARTÍN,CONOCOPHILLIPS COLOMBIA VENTURES LIMITED,VMM3 ADICIONAL,PICOPLATA,-,8,7,-,29,-,22,-,-,-,-,-
CESAR,SAN MARTÍN,ECOPETROL S.A.,TISQUIRAMA-C,SAN ROQUE,"2,142","2,178","2,134","2,113","2,031","1,975","1,864","1,884","1,746","1,760","1,807","1,687"
CESAR,SAN MARTÍN,ECOPETROL S.A.,TISQUIRAMA-C,TISQUIRAMA,776,812,785,759,811,897,874,881,751,737,905,828
CESAR,SAN MARTÍN,GRAN TIERRA ENERGY COLOMBIA LTD,E&P MIDAS,ACORDIONERO,-,-,-,-,-,-,-,"10,547","11,498","12,724","14,793","16,423"
CESAR,SAN MARTÍN,GRAN TIERRA ENERGY COLOMBIA LTD,E&P MIDAS,ZOE,-,-,-,-,-,-,-,3,3,-,-,12
CESAR,SAN MARTÍN,PETROLEOS DEL NORTE S.A,E&P MIDAS,ACORDIONERO,"6,522","6,086","6,040","7,106","8,144",-,-,-,-,-,-,-
CESAR,SAN MARTÍN,UNION TEMPORAL MIDAS,E&P MIDAS,ACORDIONERO,-,-,-,-,-,"9,956","10,353",-,-,-,-,-
CESAR,SAN MARTÍN,UNION TEMPORAL MIDAS,E&P MIDAS,ZOE,-,-,-,-,-,-,24,-,-,-,-,-
CESAR,SAN MARTÍN,UNION TEMPORAL MIDAS,E&P MIDAS,MOCHUELO,-,-,-,-,-,-,-,85,194,-,-,-
CORDOBA,PUEBLO NUEVO,GEOPRODUCTION OIL AND GAS COMPANY OF COLOMBIA,ESPERANZA,NELSON,0,0,0,0,2,4,3,2,2,1,1,1
CUNDINAMARCA,GUADUAS,FRONTERA ENERGY,DINDAL - RIO SECO,GUADUAS,200,200,190,177,172,-,-,-,-,-,163,158
CUNDINAMARCA,GUADUAS,FRONTERA ENERGY,DINDAL - RIO SECO,GUADUAS,-,-,-,-,-,170,169,167,164,163,-,-
CUNDINAMARCA,PUERTO SALGAR,CINCO RANCH PETROLEUM COLOMBIA INC SUCURSAL COLOMBIA.,BOCACHICO,TORCAZ,27,26,25,26,33,34,34,34,35,2,-,-
CUNDINAMARCA,PULI,HOCOL S.A.,PULI HOCOL,PULI,127,120,96,61,61,50,57,56,65,87,86,51
DEPARTAMENTO NN,MUNICIPIO NN,EMERALD ENERGY PLC SUCURSAL COLOMBIA,OMBU,CAPELLA,-,-,-,-,-,-,39,83,-,-,-,-
HUILA,AIPE,ECOPETROL S.A.,PALERMO ECOPETROL,BALCÓN,969,964,"1,009",993,985,914,973,983,997,978,925,958
HUILA,AIPE,ECOPETROL S.A.,CONVENIO DE EXPLOTACIÓN PIJAO POTRERILLO,ARRAYÁN,614,624,616,603,584,564,549,530,520,499,477,464
HUILA,AIPE,ECOPETROL S.A.,CONVENIO DE EXPLOTACIÓN PIJAO POTRERILLO,BRISAS,77,77,107,125,123,122,117,121,122,116,119,124
HUILA,AIPE,ECOPETROL S.A.,CONVENIO DE EXPLOTACIÓN PIJAO POTRERILLO,DINA CRETÁCEOS,504,506,463,401,393,426,437,460,462,436,440,425
HUILA,AIPE,ECOPETROL S.A.,CONVENIO DE EXPLOTACIÓN PIJAO POTRERILLO,DINA TERCIARIOS,"4,536","4,574","4,128","4,037","4,106","4,113","3,828","3,945","3,940","3,628","3,531","3,650"
HUILA,AIPE,ECOPETROL S.A.,CONVENIO DE EXPLOTACIÓN PIJAO POTRERILLO,TEMPRANILLO,280,301,312,308,302,310,280,305,294,299,305,308
HUILA,AIPE,ECOPETROL S.A.,CONVENIO DE EXPLOTACIÓN PIJAO POTRERILLO,TEMPRANILLO NORTE,215,195,197,180,167,175,178,162,193,200,193,180
TOLIMA,ALVARADO,HOCOL S.A.,ARMERO HOCOL,TOTARE,35,31,44,31,27,6,-,-,-,-,-,-
HUILA,AIPE,ECOPETROL S.A.,CONVENIO DE EXPLOTACIÓN PIJAO POTRERILLO,TENAY,497,479,505,424,344,338,432,445,442,447,435,423
HUILA,AIPE,ECOPETROL S.A.,CONVENIO DE EXPLOTACIÓN PIJAO POTRERILLO,DINA NORTE,-,-,-,-,-,-,-,-,-,296,518,516
HUILA,BARAYA,ECOPETROL S.A.,HUILA 35,ANDALUCIA SUR,79,95,92,94,92,89,83,63,63,50,30,45
HUILA,GARZON,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MATAMBO,GIGANTE,-,-,-,-,-,-,-,0,-,1,0,40
HUILA,GARZON,EMERALD ENERGY PLC SUCURSAL COLOMBIA,MATAMBO,GIGANTE CABALLOS,-,2,8,16,61,-,-,-,-,-,-,-
HUILA,NEIVA,ECOPETROL S.A.,PALERMO ECOPETROL,SAN FRANCISCO,"3,030","2,869","2,827","2,740","2,763","2,703","2,695","2,851","2,694","2,474","2,507","2,831"
HUILA,NEIVA,ECOPETROL S.A.,CONVENIO DE EXPLOTACIÓN PIJAO POTRERILLO,CEBÚ,184,184,192,154,179,181,159,171,161,150,139,141
HUILA,NEIVA,ECOPETROL S.A.,CONVENIO DE EXPLOTACIÓN PIJAO POTRERILLO,PALOGRANDE,"1,266","1,383","1,463","1,407","1,413","1,429","1,274","1,256","1,173","1,218","1,203","1,159"
HUILA,NEIVA,ECOPETROL S.A.,CONVENIO DE EXPLOTACIÓN PIJAO POTRERILLO,PALOGRANDE HONDA,158,154,161,156,153,144,151,147,140,142,147,135
HUILA,NEIVA,ECOPETROL S.A.,CONVENIO DE EXPLOTACIÓN PIJAO POTRERILLO,PIJAO POTRERILLO,153,176,166,132,128,140,181,193,174,166,144,153
HUILA,NEIVA,ECOPETROL S.A.,TELLO,LA JAGUA,54,53,50,55,49,53,54,52,55,52,54,52
HUILA,NEIVA,ECOPETROL S.A.,TELLO,TELLO,"4,833","4,897","4,852","4,770","4,688","4,855","4,737","4,538","4,404","4,646","4,826","4,578"
HUILA,NEIVA,ECOPETROL S.A.,CAGUAN ECOPETROL,ESPINO,16,15,14,12,14,13,15,13,12,13,12,12
HUILA,NEIVA,ECOPETROL S.A.,CAGUAN ECOPETROL,RIO CEIBAS,"1,169","1,155","1,280","1,200","1,130","1,062","1,127","1,040","1,056","1,127","1,046",788
HUILA,PAICOL,HOCOL S.A.,SAN JACINTO,LA CAÑADA NORTE,"1,695","1,653","1,658","1,639","1,618","1,561","1,525","1,500","1,501","1,486","1,458","1,465"
HUILA,PALERMO,ECOPETROL S.A.,PALERMO ECOPETROL,PALERMO,190,156,131,132,133,125,158,163,130,147,148,111
HUILA,PALERMO,ECOPETROL S.A.,PALERMO ECOPETROL,SAN FRANCISCO,"2,022","1,944","1,913","2,007","1,958","1,972","1,943","1,975","1,934","1,804","1,774","1,953"
HUILA,PALERMO,ECOPETROL S.A.,CONVENIO DE EXPLOTACIÓN PIJAO POTRERILLO,SANTA CLARA,610,473,585,616,604,633,767,656,702,753,729,702
HUILA,TESALIA,HOCOL S.A.,RIO PAEZ,LA HOCHA,910,"1,023",906,942,"1,000",914,950,"1,063",730,680,925,926
HUILA,VILLAVIEJA,ECOPETROL S.A.,CONVENIO DE EXPLOTACIÓN PIJAO POTRERILLO,LOMA LARGA,553,458,418,451,437,276,409,376,236,373,491,487
HUILA,YAGUARA,ECOPETROL S.A.,HOBO ECOPETROL,YAGUARA,"1,871","1,847","1,827","1,810","1,809","1,759","1,926","2,105","2,061","2,074","2,297","2,296"
MAGDALENA,ARIGUANI,PETROLEOS SUD AMERICANOS SUCURSAL COLOMBIA,EL DIFÍCIL,EL DIFÍCIL,204,230,257,257,230,254,246,235,223,204,192,164
MAGDALENA,SANTA ANA,PACIFIC STRATUS ENERGY COLOMBIA CORP,E&P GUAMA,CAPURE,-,-,1,-,2,1,1,0,0,0,0,0
MAGDALENA,SANTA ANA,PACIFIC STRATUS ENERGY COLOMBIA CORP,E&P GUAMA,COTORRA,2,7,3,6,1,7,3,2,1,16,1,1
MAGDALENA,SANTA ANA,PACIFIC STRATUS ENERGY COLOMBIA CORP,E&P GUAMA,MANAMO,26,18,13,8,12,10,7,6,10,8,3,2
MAGDALENA,SANTA ANA,PACIFIC STRATUS ENERGY COLOMBIA CORP,E&P GUAMA,PEDERNALITO,6,6,9,7,4,3,3,2,1,2,3,3
META,ACACIAS,ECOPETROL S.A.,CUBARRAL,CASTILLA NORTE,"39,570","38,993","35,958","39,852","42,548","44,013","40,178","45,274","41,894","43,335","43,245","44,582"
META,ACACIAS,ECOPETROL S.A.,CUBARRAL,CHICHIMENE,"51,804","50,660","42,229","50,879","51,325","50,849","50,911","50,234","51,477","50,001","48,187","49,584"
META,ACACIAS,ECOPETROL S.A.,CUBARRAL,CHICHIMENE SW,423,384,516,614,607,-,-,-,-,-,-,-
META,ACACIAS,ECOPETROL S.A.,CPO-9,AKACIAS,"3,752","4,492","4,186","6,088","4,956","5,447","5,579","6,571","6,774","6,732","6,285","6,282"
META,ACACIAS,ECOPETROL S.A.,CUBARRAL,CASTILLA,-,-,-,-,292,491,756,"1,171",422,-,-,-
META,ACACIAS,ECOPETROL S.A.,CUBARRAL,CHICHIMENE SW,-,-,-,-,-,568,653,727,670,475,590,517
META,BARRANCA DE UPIA,FRONTERA ENERGY,CORCEL,CORCEL A,-,-,-,-,-,198,227,338,385,403,426,412
META,BARRANCA DE UPIA,FRONTERA ENERGY,CORCEL,CORCEL C,181,196,260,317,348,370,378,377,382,380,374,370
META,BARRANCA DE UPIA,FRONTERA ENERGY,CORCEL,ESPADARTE,160,152,146,135,133,130,141,139,128,125,119,119
META,CABUYARO,ONGC VIDESH LIMITED SUCURSAL COLOMBIANA,CPO-5,MARIPOSA,-,-,-,-,259,-,-,-,-,-,942,"3,073"
META,CABUYARO,PAREX RESOURCES COLOMBIA LTD. SUCURSAL,CERRERO,KATMANDÚ NORTE,-,281,42,-,-,-,-,-,-,-,-,-
META,CABUYARO,FRONTERA ENERGY,CORCEL,COBRA,359,356,337,314,304,307,316,285,283,293,304,305
META,CABUYARO,FRONTERA ENERGY,CORCEL,CORCEL D,408,548,642,629,595,580,583,483,455,435,282,400
META,CABUYARO,FRONTERA ENERGY,CORCEL,CORCEL E,388,386,401,404,397,402,407,411,402,244,202,368
META,CABUYARO,FRONTERA ENERGY,CORCEL,ESPADARTE,29,28,28,28,27,27,26,23,23,23,24,24
META,CABUYARO,FRONTERA ENERGY,CORCEL,GUALA,86,-,-,-,-,-,-,-,-,-,-,-
META,CABUYARO,FRONTERA ENERGY,CORCEL,MAMBO,1,-,-,-,-,-,-,-,-,-,-,-
META,CABUYARO,FRONTERA ENERGY,CORCEL,TAYA,-,33,21,-,-,-,-,-,-,-,-,-
META,CABUYARO,FRONTERA ENERGY,GUATIQUIA,Alligator,-,-,-,-,-,-,-,-,-,-,-,79
META,CABUYARO,FRONTERA ENERGY,GUATIQUIA,ARDILLA,140,97,89,94,"1,517","1,782","1,597","1,402","1,278","1,185","1,049",660
META,CABUYARO,FRONTERA ENERGY,GUATIQUIA,AVISPA,"11,371","12,058","12,291","12,571","12,205","12,159","12,157","11,830","11,254","10,736","10,008","9,306"
META,CABUYARO,FRONTERA ENERGY,GUATIQUIA,CANDELILLA,"2,060","2,066","1,940","1,872","2,071","1,832","1,514","1,745","1,857","1,809","1,751","1,732"
META,CABUYARO,FRONTERA ENERGY,GUATIQUIA,CEIBO,"1,909","1,779","1,687","1,316","1,647","1,863","1,868","1,888","2,055","2,053","1,941","1,843"
META,CABUYARO,FRONTERA ENERGY,GUATIQUIA,YATAY,381,402,555,516,441,432,437,459,452,459,468,534
META,CASTILLA NUEVA,ECOPETROL S.A.,CUBARRAL,CASTILLA,"75,880","76,070","74,167","74,477","72,433","71,216","73,776","68,498","66,752","70,307","69,506","68,951"
META,CASTILLA NUEVA,ECOPETROL S.A.,CUBARRAL,CASTILLA ESTE,164,329,282,285,303,331,351,417,369,382,382,383
META,CASTILLA NUEVA,ECOPETROL S.A.,CUBARRAL,CASTILLA NORTE,-,-,-,-,35,30,-,-,-,-,-,-
META,GUAMAL,ECOPETROL S.A.,CUBARRAL,CHICHIMENE,994,"1,084",904,984,949,716,679,382,383,319,576,754
META,GUAMAL,ECOPETROL S.A.,CUBARRAL,CHICHIMENE SW,"19,674","20,894","17,541","20,149","19,769",-,-,-,-,-,-,-
META,GUAMAL,ECOPETROL S.A.,CUBARRAL,CHICHIMENE SW,-,-,-,-,-,"19,921","19,917","18,724","18,471","19,018","19,416","19,520"
META,MUNICIPIO NN,TECPETROL COLOMBIA S.A.S.,CPO-07,ATARRAYA OESTE,265,276,146,163,-,-,-,-,86,104,92,87
META,PUERTO GAITAN,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,CARACARA SUR A,"3,150","2,947","2,857","2,907","2,999","2,864","2,639","3,010","2,916","3,025","2,964","3,055"
META,PUERTO GAITAN,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,CARACARA SUR B Y C,"1,986","2,159","2,066","1,912","1,934","2,099","2,055","2,043","2,051","2,152","2,109","2,101"
META,PUERTO GAITAN,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,ELIZITA,"1,413","1,331","1,211","1,151","1,085","1,096","1,139","1,201","1,222","1,302","1,194","1,114"
META,PUERTO GAITAN,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,PEGUITA,"2,116","2,041","2,281","2,356","2,216","2,111","2,178","2,236","2,233","2,076","2,124","2,043"
META,PUERTO GAITAN,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,PEGUITA II,522,553,792,547,382,426,577,659,727,850,866,984
META,PUERTO GAITAN,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,PEGUITA III,"3,307","3,463","3,231","2,678","2,910","3,229","3,150","2,898","2,641","2,780","2,622","2,609"
META,PUERTO GAITAN,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,PEGUITA SW,"2,073","1,800","1,778","1,679","2,098","1,983","1,967","1,925","1,850","1,582","1,658","1,631"
META,PUERTO GAITAN,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,RANCHO QUEMADO,150,163,160,143,147,147,146,150,148,141,134,144
META,PUERTO GAITAN,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,TORO SENTADO,207,247,232,221,202,176,184,195,197,183,170,180
META,PUERTO GAITAN,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,TORO SENTADO NORTE,278,283,284,283,276,289,280,283,283,281,296,276
META,PUERTO GAITAN,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,TORO SENTADO WEST,229,224,201,204,213,216,204,155,136,142,152,145
META,PUERTO GAITAN,CEPSA COLOMBIA S.A. - CEPCOLSA,CARACARA,UNUMA,278,319,279,262,241,207,184,269,242,220,232,152
META,PUERTO GAITAN,ECOPETROL S.A.,RUBIALES ECOPETROL,RUBIALES,"119,195","118,909","117,572","117,127","113,973","113,931","119,515","119,104","121,671","121,684","120,770","121,275"
META,PUERTO GAITAN,ECOPETROL S.A.,CAÑO SUR E&P,CAÑO SUR,61,61,65,58,104,112,125,201,144,112,95,-
META,PUERTO GAITAN,ECOPETROL S.A.,CAÑO SUR E&P,CAÑO SUR ESTE,-,-,-,-,-,-,-,-,-,-,-,"1,852"
